OBJECTID,GEOID,TotalPop,FID_,GEOID,NAME,GEOID_Data
22088,14000US17031817300,2783,,17031817300,8173,14000US17031817300
22089,14000US17031817400,4481,,17031817400,8174,14000US17031817400
22090,14000US17031817500,3704,,17031817500,8175,14000US17031817500
22091,14000US17031817600,4307,,17031817600,8176,14000US17031817600
22092,14000US17031817700,5102,,17031817700,8177,14000US17031817700
22093,14000US17031817900,5683,,17031817900,8179,14000US17031817900
22094,14000US17031818000,4261,,17031818000,8180,14000US17031818000
22095,14000US17031818100,2325,,17031818100,8181,14000US17031818100
22096,14000US17031818200,4689,,17031818200,8182,14000US17031818200
22097,14000US17031818300,6128,,17031818300,8183,14000US17031818300
22098,14000US17031818401,3488,,17031818401,8184.01,14000US17031818401
22099,14000US17031818402,3083,,17031818402,8184.02,14000US17031818402
22100,14000US17031818500,5477,,17031818500,8185,14000US17031818500
22101,14000US17031818600,4681,,17031818600,8186,14000US17031818600
22102,14000US17031818700,3636,,17031818700,8187,14000US17031818700
22103,14000US17031818800,5516,,17031818800,8188,14000US17031818800
22104,14000US17031818900,4573,,17031818900,8189,14000US17031818900
22105,14000US17031819000,4751,,17031819000,8190,14000US17031819000
22106,14000US17031819100,4423,,17031819100,8191,14000US17031819100
22107,14000US17031819200,6185,,17031819200,8192,14000US17031819200
22108,14000US17031819300,2729,,17031819300,8193,14000US17031819300
22109,14000US17031819400,5481,,17031819400,8194,14000US17031819400
22110,14000US17031819500,3244,,17031819500,8195,14000US17031819500
22111,14000US17031819600,3992,,17031819600,8196,14000US17031819600
22112,14000US17031819700,5949,,17031819700,8197,14000US17031819700
22113,14000US17031819801,5255,,17031819801,8198.01,14000US17031819801
22114,14000US17031819802,2675,,17031819802,8198.02,14000US17031819802
22115,14000US17031819900,3317,,17031819900,8199,14000US17031819900
22116,14000US17031820000,1990,,17031820000,8200,14000US17031820000
22117,14000US17031820101,7186,,17031820101,8201.01,14000US17031820101
22118,14000US17031820103,3859,,17031820103,8201.03,14000US17031820103
22119,14000US17031820104,4120,,17031820104,8201.04,14000US17031820104
22120,14000US17031820201,7613,,17031820201,8202.01,14000US17031820201
22121,14000US17031820202,3815,,17031820202,8202.02,14000US17031820202
22122,14000US17031820300,5448,,17031820300,8203,14000US17031820300
22123,14000US17031820400,5718,,17031820400,8204,14000US17031820400
22124,14000US17031820501,6242,,17031820501,8205.01,14000US17031820501
22125,14000US17031820502,4893,,17031820502,8205.02,14000US17031820502
22126,14000US17031820603,5033,,17031820603,8206.03,14000US17031820603
22127,14000US17031820604,4011,,17031820604,8206.04,14000US17031820604
22128,14000US17031820605,4624,,17031820605,8206.05,14000US17031820605
22129,14000US17031820606,3788,,17031820606,8206.06,14000US17031820606
22130,14000US17031820700,6731,,17031820700,8207,14000US17031820700
22131,14000US17031820800,3892,,17031820800,8208,14000US17031820800
22132,14000US17031820901,5559,,17031820901,8209.01,14000US17031820901
22133,14000US17031820902,4837,,17031820902,8209.02,14000US17031820902
22134,14000US17031821001,5426,,17031821001,8210.01,14000US17031821001
22135,14000US17031821002,5474,,17031821002,8210.02,14000US17031821002
22136,14000US17031821101,4631,,17031821101,8211.01,14000US17031821101
22137,14000US17031821102,4064,,17031821102,8211.02,14000US17031821102
22138,14000US17031821200,5355,,17031821200,8212,14000US17031821200
22139,14000US17031821300,5814,,17031821300,8213,14000US17031821300
22140,14000US17031821401,3645,,17031821401,8214.01,14000US17031821401
22141,14000US17031821402,3742,,17031821402,8214.02,14000US17031821402
22142,14000US17031821500,2314,,17031821500,8215,14000US17031821500
22143,14000US17031821600,4501,,17031821600,8216,14000US17031821600
22144,14000US17031821700,4848,,17031821700,8217,14000US17031821700
22145,14000US17031821800,5406,,17031821800,8218,14000US17031821800
22146,14000US17031821900,5097,,17031821900,8219,14000US17031821900
22147,14000US17031822000,4346,,17031822000,8220,14000US17031822000
22148,14000US17031822101,4542,,17031822101,8221.01,14000US17031822101
22149,14000US17031822102,4404,,17031822102,8221.02,14000US17031822102
22150,14000US17031822200,3821,,17031822200,8222,14000US17031822200
22151,14000US17031822301,3780,,17031822301,8223.01,14000US17031822301
22152,14000US17031822302,4147,,17031822302,8223.02,14000US17031822302
22153,14000US17031822400,6520,,17031822400,8224,14000US17031822400
22154,14000US17031822500,4654,,17031822500,8225,14000US17031822500
22155,14000US17031822601,4338,,17031822601,8226.01,14000US17031822601
22156,14000US17031822602,6425,,17031822602,8226.02,14000US17031822602
22157,14000US17031822701,4162,,17031822701,8227.01,14000US17031822701
22158,14000US17031822702,3405,,17031822702,8227.02,14000US17031822702
22159,14000US17031822801,3823,,17031822801,8228.01,14000US17031822801
22160,14000US17031822802,3570,,17031822802,8228.02,14000US17031822802
22161,14000US17031822900,1938,,17031822900,8229,14000US17031822900
22162,14000US17031823001,6427,,17031823001,8230.01,14000US17031823001
22163,14000US17031823002,6180,,17031823002,8230.02,14000US17031823002
22164,14000US17031823101,4449,,17031823101,8231.01,14000US17031823101
22165,14000US17031823102,3851,,17031823102,8231.02,14000US17031823102
22166,14000US17031823200,5207,,17031823200,8232,14000US17031823200
22167,14000US17031823302,6062,,17031823302,8233.02,14000US17031823302
22168,14000US17031823303,4660,,17031823303,8233.03,14000US17031823303
22169,14000US17031823304,5911,,17031823304,8233.04,14000US17031823304
22170,14000US17031823400,4881,,17031823400,8234,14000US17031823400
22171,14000US17031823500,4728,,17031823500,8235,14000US17031823500
22172,14000US17031823602,5956,,17031823602,8236.02,14000US17031823602
22173,14000US17031823603,2287,,17031823603,8236.03,14000US17031823603
22174,14000US17031823604,3640,,17031823604,8236.04,14000US17031823604
22175,14000US17031823605,4428,,17031823605,8236.05,14000US17031823605
22176,14000US17031823702,6634,,17031823702,8237.02,14000US17031823702
22177,14000US17031823703,7647,,17031823703,8237.03,14000US17031823703
22178,14000US17031823704,4149,,17031823704,8237.04,14000US17031823704
22179,14000US17031823705,4743,,17031823705,8237.05,14000US17031823705
22180,14000US17031823801,5659,,17031823801,8238.01,14000US17031823801
22181,14000US17031823803,7042,,17031823803,8238.03,14000US17031823803
22182,14000US17031823805,2904,,17031823805,8238.05,14000US17031823805
22183,14000US17031823806,3424,,17031823806,8238.06,14000US17031823806
22184,14000US17031823901,3756,,17031823901,8239.01,14000US17031823901
22185,14000US17031823903,4482,,17031823903,8239.03,14000US17031823903
22186,14000US17031823904,4039,,17031823904,8239.04,14000US17031823904
22187,14000US17031824003,5874,,17031824003,8240.03,14000US17031824003
22188,14000US17031824004,5541,,17031824004,8240.04,14000US17031824004
22189,14000US17031824005,5621,,17031824005,8240.05,14000US17031824005
22190,14000US17031824006,3965,,17031824006,8240.06,14000US17031824006
22191,14000US17031824105,6847,,17031824105,8241.05,14000US17031824105
22192,14000US17031824106,7053,,17031824106,8241.06,14000US17031824106
22193,14000US17031824107,6661,,17031824107,8241.07,14000US17031824107
22194,14000US17031824108,7694,,17031824108,8241.08,14000US17031824108
22195,14000US17031824113,6341,,17031824113,8241.13,14000US17031824113
22196,14000US17031824114,4789,,17031824114,8241.14,14000US17031824114
22197,14000US17031824115,3485,,17031824115,8241.15,14000US17031824115
22198,14000US17031824116,4695,,17031824116,8241.16,14000US17031824116
22199,14000US17031824117,9663,,17031824117,8241.17,14000US17031824117
22200,14000US17031824119,6070,,17031824119,8241.19,14000US17031824119
22201,14000US17031824120,8571,,17031824120,8241.20,14000US17031824120
22202,14000US17031824121,3477,,17031824121,8241.21,14000US17031824121
22203,14000US17031824122,5896,,17031824122,8241.22,14000US17031824122
22204,14000US17031824123,8114,,17031824123,8241.23,14000US17031824123
22205,14000US17031824300,5103,,17031824300,8243,14000US17031824300
22206,14000US17031824400,2312,,17031824400,8244,14000US17031824400
22207,14000US17031824503,6528,,17031824503,8245.03,14000US17031824503
22208,14000US17031824505,6853,,17031824505,8245.05,14000US17031824505
22209,14000US17031824506,7921,,17031824506,8245.06,14000US17031824506
22210,14000US17031824507,4393,,17031824507,8245.07,14000US17031824507
22211,14000US17031824601,4344,,17031824601,8246.01,14000US17031824601
22212,14000US17031824602,6552,,17031824602,8246.02,14000US17031824602
22213,14000US17031824701,3585,,17031824701,8247.01,14000US17031824701
22214,14000US17031824702,5934,,17031824702,8247.02,14000US17031824702
22215,14000US17031824800,7218,,17031824800,8248,14000US17031824800
22216,14000US17031824900,3394,,17031824900,8249,14000US17031824900
22217,14000US17031825000,5012,,17031825000,8250,14000US17031825000
22218,14000US17031825200,1881,,17031825200,8252,14000US17031825200
22219,14000US17031825302,5850,,17031825302,8253.02,14000US17031825302
22220,14000US17031825303,3835,,17031825303,8253.03,14000US17031825303
22221,14000US17031825304,4080,,17031825304,8253.04,14000US17031825304
22222,14000US17031825400,6043,,17031825400,8254,14000US17031825400
22223,14000US17031825501,6158,,17031825501,8255.01,14000US17031825501
22224,14000US17031825503,6616,,17031825503,8255.03,14000US17031825503
22225,14000US17031825504,3813,,17031825504,8255.04,14000US17031825504
22226,14000US17031825505,5113,,17031825505,8255.05,14000US17031825505
22227,14000US17031825600,5305,,17031825600,8256,14000US17031825600
22228,14000US17031825700,4208,,17031825700,8257,14000US17031825700
22229,14000US17031825801,3803,,17031825801,8258.01,14000US17031825801
22230,14000US17031825802,4515,,17031825802,8258.02,14000US17031825802
22231,14000US17031825803,5477,,17031825803,8258.03,14000US17031825803
22232,14000US17031825900,2989,,17031825900,8259,14000US17031825900
22233,14000US17031826000,3643,,17031826000,8260,14000US17031826000
22234,14000US17031826100,6977,,17031826100,8261,14000US17031826100
22235,14000US17031826201,3696,,17031826201,8262.01,14000US17031826201
22236,14000US17031826202,6421,,17031826202,8262.02,14000US17031826202
22237,14000US17031826301,3911,,17031826301,8263.01,14000US17031826301
22238,14000US17031826303,4136,,17031826303,8263.03,14000US17031826303
22239,14000US17031826304,3138,,17031826304,8263.04,14000US17031826304
22240,14000US17031826401,4550,,17031826401,8264.01,14000US17031826401
22241,14000US17031826402,4782,,17031826402,8264.02,14000US17031826402
22242,14000US17031826500,6410,,17031826500,8265,14000US17031826500
22243,14000US17031826600,5907,,17031826600,8266,14000US17031826600
22244,14000US17031826700,5310,,17031826700,8267,14000US17031826700
22245,14000US17031826800,4819,,17031826800,8268,14000US17031826800
22246,14000US17031826901,1789,,17031826901,8269.01,14000US17031826901
22247,14000US17031826902,994,,17031826902,8269.02,14000US17031826902
22248,14000US17031827000,3738,,17031827000,8270,14000US17031827000
22249,14000US17031827100,2745,,17031827100,8271,14000US17031827100
22250,14000US17031827200,4013,,17031827200,8272,14000US17031827200
22251,14000US17031827300,3416,,17031827300,8273,14000US17031827300
22252,14000US17031827400,4280,,17031827400,8274,14000US17031827400
22253,14000US17031827500,5609,,17031827500,8275,14000US17031827500
22254,14000US17031827600,3536,,17031827600,8276,14000US17031827600
22255,14000US17031827700,2905,,17031827700,8277,14000US17031827700
22256,14000US17031827801,5118,,17031827801,8278.01,14000US17031827801
22257,14000US17031827802,3661,,17031827802,8278.02,14000US17031827802
22258,14000US17031827804,3069,,17031827804,8278.04,14000US17031827804
22259,14000US17031827805,2869,,17031827805,8278.05,14000US17031827805
22260,14000US17031827901,2424,,17031827901,8279.01,14000US17031827901
22261,14000US17031827902,4504,,17031827902,8279.02,14000US17031827902
22262,14000US17031828000,4904,,17031828000,8280,14000US17031828000
22263,14000US17031828100,4875,,17031828100,8281,14000US17031828100
22264,14000US17031828201,4651,,17031828201,8282.01,14000US17031828201
22265,14000US17031828202,4278,,17031828202,8282.02,14000US17031828202
22266,14000US17031828300,3729,,17031828300,8283,14000US17031828300
22267,14000US17031828401,3768,,17031828401,8284.01,14000US17031828401
22268,14000US17031828402,4025,,17031828402,8284.02,14000US17031828402
22269,14000US17031828503,4469,,17031828503,8285.03,14000US17031828503
22270,14000US17031828504,5895,,17031828504,8285.04,14000US17031828504
22271,14000US17031828505,6419,,17031828505,8285.05,14000US17031828505
22272,14000US17031828506,9434,,17031828506,8285.06,14000US17031828506
22273,14000US17031828601,4132,,17031828601,8286.01,14000US17031828601
22274,14000US17031828602,4584,,17031828602,8286.02,14000US17031828602
22275,14000US17031828701,3613,,17031828701,8287.01,14000US17031828701
22276,14000US17031828702,5080,,17031828702,8287.02,14000US17031828702
22277,14000US17031828801,4823,,17031828801,8288.01,14000US17031828801
22278,14000US17031828802,3105,,17031828802,8288.02,14000US17031828802
22279,14000US17031828900,3941,,17031828900,8289,14000US17031828900
22280,14000US17031829000,1761,,17031829000,8290,14000US17031829000
22281,14000US17031829100,3960,,17031829100,8291,14000US17031829100
22282,14000US17031829200,6011,,17031829200,8292,14000US17031829200
22283,14000US17031829301,3856,,17031829301,8293.01,14000US17031829301
22284,14000US17031829302,3807,,17031829302,8293.02,14000US17031829302
22285,14000US17031829401,1528,,17031829401,8294.01,14000US17031829401
22286,14000US17031829402,3360,,17031829402,8294.02,14000US17031829402
22287,14000US17031829500,4102,,17031829500,8295,14000US17031829500
22288,14000US17031829600,2928,,17031829600,8296,14000US17031829600
22289,14000US17031829700,4148,,17031829700,8297,14000US17031829700
22290,14000US17031829800,6673,,17031829800,8298,14000US17031829800
22291,14000US17031829901,9054,,17031829901,8299.01,14000US17031829901
22292,14000US17031829902,6548,,17031829902,8299.02,14000US17031829902
22293,14000US17031830001,1789,,17031830001,8300.01,14000US17031830001
22294,14000US17031830003,8563,,17031830003,8300.03,14000US17031830003
22295,14000US17031830004,6377,,17031830004,8300.04,14000US17031830004
22296,14000US17031830005,3989,,17031830005,8300.05,14000US17031830005
22297,14000US17031830006,2736,,17031830006,8300.06,14000US17031830006
22298,14000US17031830007,4192,,17031830007,8300.07,14000US17031830007
22299,14000US17031830008,4722,,17031830008,8300.08,14000US17031830008
22300,14000US17031830100,3466,,17031830100,8301,14000US17031830100
22301,14000US17031830201,5584,,17031830201,8302.01,14000US17031830201
22302,14000US17031830202,3626,,17031830202,8302.02,14000US17031830202
22303,14000US17031830300,4269,,17031830300,8303,14000US17031830300
22304,14000US17031830400,4594,,17031830400,8304,14000US17031830400
22305,14000US17031830500,4424,,17031830500,8305,14000US17031830500
22306,14000US17031830600,5132,,17031830600,8306,14000US17031830600
22307,14000US17031830700,3204,,17031830700,8307,14000US17031830700
22308,14000US17031830800,2348,,17031830800,8308,14000US17031830800
22309,14000US17031830900,2785,,17031830900,8309,14000US17031830900
22310,14000US17031831000,2361,,17031831000,8310,14000US17031831000
22311,14000US17031831100,7499,,17031831100,8311,14000US17031831100
22312,14000US17031831200,4759,,17031831200,8312,14000US17031831200
22313,14000US17031831300,1284,,17031831300,8313,14000US17031831300
22314,14000US17031831400,2732,,17031831400,8314,14000US17031831400
22315,14000US17031831500,3721,,17031831500,8315,14000US17031831500
22316,14000US17031831600,6739,,17031831600,8316,14000US17031831600
22317,14000US17031831700,2575,,17031831700,8317,14000US17031831700
22318,14000US17031831800,6174,,17031831800,8318,14000US17031831800
22319,14000US17031831900,2987,,17031831900,8319,14000US17031831900
22320,14000US17031832000,2185,,17031832000,8320,14000US17031832000
22321,14000US17031832100,3339,,17031832100,8321,14000US17031832100
22322,14000US17031832200,3102,,17031832200,8322,14000US17031832200
22323,14000US17031832300,2247,,17031832300,8323,14000US17031832300
22324,14000US17031832400,3650,,17031832400,8324,14000US17031832400
22325,14000US17031832500,3534,,17031832500,8325,14000US17031832500
22326,14000US17031832600,4290,,17031832600,8326,14000US17031832600
22327,14000US17031832900,2611,,17031832900,8329,14000US17031832900
22328,14000US17031833000,2603,,17031833000,8330,14000US17031833000
22329,14000US17031833100,7086,,17031833100,8331,14000US17031833100
22330,14000US17031833300,2336,,17031833300,8333,14000US17031833300
22331,14000US17031833900,2192,,17031833900,8339,14000US17031833900
22332,14000US17031834000,3758,,17031834000,8340,14000US17031834000
22333,14000US17031834200,4537,,17031834200,8342,14000US17031834200
22334,14000US17031834300,5940,,17031834300,8343,14000US17031834300
22335,14000US17031834400,3629,,17031834400,8344,14000US17031834400
22336,14000US17031834500,1634,,17031834500,8345,14000US17031834500
22337,14000US17031834600,3110,,17031834600,8346,14000US17031834600
22338,14000US17031834700,1980,,17031834700,8347,14000US17031834700
22339,14000US17031834800,1971,,17031834800,8348,14000US17031834800
22340,14000US17031834900,2549,,17031834900,8349,14000US17031834900
22341,14000US17031835000,5829,,17031835000,8350,14000US17031835000
22342,14000US17031835100,5395,,17031835100,8351,14000US17031835100
22343,14000US17031835200,1625,,17031835200,8352,14000US17031835200
22344,14000US17031835500,1851,,17031835500,8355,14000US17031835500
22345,14000US17031835600,1073,,17031835600,8356,14000US17031835600
22346,14000US17031835700,0,,17031835700,8357,14000US17031835700
22347,14000US17031835800,1386,,17031835800,8358,14000US17031835800
22348,14000US17031835900,3553,,17031835900,8359,14000US17031835900
22349,14000US17031836000,2738,,17031836000,8360,14000US17031836000
22350,14000US17031836100,1621,,17031836100,8361,14000US17031836100
22351,14000US17031836200,1378,,17031836200,8362,14000US17031836200
22352,14000US17031836300,1269,,17031836300,8363,14000US17031836300
22353,14000US17031836400,3318,,17031836400,8364,14000US17031836400
22354,14000US17031836500,1612,,17031836500,8365,14000US17031836500
22355,14000US17031836600,2825,,17031836600,8366,14000US17031836600
22356,14000US17031836700,2652,,17031836700,8367,14000US17031836700
22357,14000US17031836800,3284,,17031836800,8368,14000US17031836800
22358,14000US17031836900,1614,,17031836900,8369,14000US17031836900
22359,14000US17031837000,2438,,17031837000,8370,14000US17031837000
22360,14000US17031837100,1991,,17031837100,8371,14000US17031837100
22361,14000US17031837300,2119,,17031837300,8373,14000US17031837300
22362,14000US17031837400,2007,,17031837400,8374,14000US17031837400
22363,14000US17031837800,2964,,17031837800,8378,14000US17031837800
22364,14000US17031838000,2758,,17031838000,8380,14000US17031838000
22365,14000US17031838100,1851,,17031838100,8381,14000US17031838100
22366,14000US17031838200,1695,,17031838200,8382,14000US17031838200
22367,14000US17031838300,1337,,17031838300,8383,14000US17031838300
22368,14000US17031838600,1880,,17031838600,8386,14000US17031838600
22369,14000US17031838700,4135,,17031838700,8387,14000US17031838700
22370,14000US17031838800,3350,,17031838800,8388,14000US17031838800
22371,14000US17031839000,7405,,17031839000,8390,14000US17031839000
22372,14000US17031839100,4139,,17031839100,8391,14000US17031839100
22373,14000US17031839200,2241,,17031839200,8392,14000US17031839200
22374,14000US17031839500,1658,,17031839500,8395,14000US17031839500
22375,14000US17031839600,1817,,17031839600,8396,14000US17031839600
22376,14000US17031839700,5294,,17031839700,8397,14000US17031839700
22377,14000US17031839800,3028,,17031839800,8398,14000US17031839800
22378,14000US17031839900,3862,,17031839900,8399,14000US17031839900
22379,14000US17031840000,2713,,17031840000,8400,14000US17031840000
22380,14000US17031840100,2624,,17031840100,8401,14000US17031840100
22381,14000US17031840200,2517,,17031840200,8402,14000US17031840200
22382,14000US17031840300,4034,,17031840300,8403,14000US17031840300
22383,14000US17031840400,3166,,17031840400,8404,14000US17031840400
22384,14000US17031840700,3954,,17031840700,8407,14000US17031840700
22385,14000US17031840800,3582,,17031840800,8408,14000US17031840800
22386,14000US17031841000,633,,17031841000,8410,14000US17031841000
22387,14000US17031841100,7011,,17031841100,8411,14000US17031841100
22388,14000US17031841200,5792,,17031841200,8412,14000US17031841200
22389,14000US17031841300,4354,,17031841300,8413,14000US17031841300
22390,14000US17031841400,1514,,17031841400,8414,14000US17031841400
22391,14000US17031841500,2459,,17031841500,8415,14000US17031841500
22392,14000US17031841600,916,,17031841600,8416,14000US17031841600
22393,14000US17031841700,1349,,17031841700,8417,14000US17031841700
22394,14000US17031841800,2379,,17031841800,8418,14000US17031841800
22395,14000US17031841900,4830,,17031841900,8419,14000US17031841900
22396,14000US17031842000,3386,,17031842000,8420,14000US17031842000
22397,14000US17031842100,6530,,17031842100,8421,14000US17031842100
22398,14000US17031842200,2654,,17031842200,8422,14000US17031842200
22399,14000US17031842300,3305,,17031842300,8423,14000US17031842300
22400,14000US17031842400,3669,,17031842400,8424,14000US17031842400
22401,14000US17031842500,2454,,17031842500,8425,14000US17031842500
22402,14000US17031842600,4408,,17031842600,8426,14000US17031842600
22403,14000US17031842800,7688,,17031842800,8428,14000US17031842800
22404,14000US17031842900,2341,,17031842900,8429,14000US17031842900
22405,14000US17031843000,2862,,17031843000,8430,14000US17031843000
22406,14000US17031843100,2485,,17031843100,8431,14000US17031843100
22407,14000US17031843200,3061,,17031843200,8432,14000US17031843200
22408,14000US17031843300,1458,,17031843300,8433,14000US17031843300
22409,14000US17031843400,1760,,17031843400,8434,14000US17031843400
22410,14000US17031843500,8983,,17031843500,8435,14000US17031843500
22411,14000US17031843600,2591,,17031843600,8436,14000US17031843600
22412,14000US17031843700,2181,,17031843700,8437,14000US17031843700
22413,14000US17031843800,1958,,17031843800,8438,14000US17031843800
22414,14000US17031843900,3640,,17031843900,8439,14000US17031843900
22415,14000US17031980000,0,,17031980000,9800,14000US17031980000
22416,14000US17031980100,0,,17031980100,9801,14000US17031980100